# Force coefficients
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# sideDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# liftDir       : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# rollAxis      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# yawAxis       : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# magUInf       : 2.61300000e+02
# lRef          : 1.00000000e+00
# Aref          : 1.00000000e-01
# CofR          : (2.50000000e-01 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cs              	Cl              	CmRoll          	CmPitch         	CmYaw           	Cd(f)           	Cd(r)           	Cs(f)           	Cs(r)           	Cl(f)           	Cl(r)           
0.0769677       	9.52318879e-04	8.06811318e-22	3.29849045e-03	-1.64924523e-04	-2.58129717e-04	4.76159439e-05	3.11234917e-04	6.41083962e-04	4.76159439e-05	-4.76159439e-05	1.39111551e-03	1.90737494e-03
0.0770305       	9.52273228e-04	-1.46985872e-21	3.28790708e-03	-1.64395354e-04	-2.59080633e-04	4.76136614e-05	3.11741260e-04	6.40531968e-04	4.76136614e-05	-4.76136614e-05	1.38487291e-03	1.90303417e-03
0.0770932       	9.52323061e-04	-7.46391322e-22	3.27739269e-03	-1.63869634e-04	-2.60011140e-04	4.76161531e-05	3.12291896e-04	6.40031165e-04	4.76161531e-05	-4.76161531e-05	1.37868520e-03	1.89870748e-03
0.0771559       	9.52275593e-04	1.28813852e-21	3.26683869e-03	-1.63341935e-04	-2.60939664e-04	4.76137796e-05	3.12795862e-04	6.39479731e-04	4.76137796e-05	-4.76137796e-05	1.37247968e-03	1.89435901e-03
0.0772186       	9.52267741e-04	-2.17648451e-21	3.25624161e-03	-1.62812080e-04	-2.61876665e-04	4.76133871e-05	3.13321790e-04	6.38945951e-04	4.76133871e-05	-4.76133871e-05	1.36624414e-03	1.88999747e-03
0.0772813       	9.52180435e-04	1.95605626e-21	3.24587852e-03	-1.62293926e-04	-2.62757722e-04	4.76090217e-05	3.13796291e-04	6.38384143e-04	4.76090217e-05	-4.76090217e-05	1.36018154e-03	1.88569698e-03
0.077344        	9.52146081e-04	5.60245602e-22	3.23527047e-03	-1.61763524e-04	-2.63687657e-04	4.76073040e-05	3.14309517e-04	6.37836564e-04	4.76073040e-05	-4.76073040e-05	1.35394758e-03	1.88132289e-03
0.0774067       	9.52063039e-04	2.52538329e-22	3.22434794e-03	-1.61217397e-04	-2.64698090e-04	4.76031519e-05	3.14814123e-04	6.37248916e-04	4.76031519e-05	-4.76031519e-05	1.34747588e-03	1.87687206e-03
0.0774695       	9.51982401e-04	-7.38171739e-22	3.21393927e-03	-1.60696963e-04	-2.65584924e-04	4.75991200e-05	3.15294237e-04	6.36688164e-04	4.75991200e-05	-4.75991200e-05	1.34138471e-03	1.87255456e-03
0.0775322       	9.51868477e-04	-9.33634510e-22	3.20301958e-03	-1.60150979e-04	-2.66578845e-04	4.75934239e-05	3.15783260e-04	6.36085218e-04	4.75934239e-05	-4.75934239e-05	1.33493094e-03	1.86808864e-03
0.0775949       	9.51770412e-04	1.00805668e-21	3.19257210e-03	-1.59628605e-04	-2.67470290e-04	4.75885206e-05	3.16256601e-04	6.35513811e-04	4.75885206e-05	-4.75885206e-05	1.32881576e-03	1.86375634e-03
0.0776576       	9.51619462e-04	-1.39289998e-21	3.18168331e-03	-1.59084165e-04	-2.68463378e-04	4.75809731e-05	3.16725565e-04	6.34893896e-04	4.75809731e-05	-4.75809731e-05	1.32237828e-03	1.85930503e-03
0.0777203       	9.51477789e-04	-8.61835379e-22	3.17097899e-03	-1.58548950e-04	-2.69403329e-04	4.75738895e-05	3.17189945e-04	6.34287844e-04	4.75738895e-05	-4.75738895e-05	1.31608617e-03	1.85489282e-03
0.077783        	9.51283643e-04	-3.29215726e-22	3.16053049e-03	-1.58026524e-04	-2.70281106e-04	4.75641822e-05	3.17615297e-04	6.33668346e-04	4.75641822e-05	-4.75641822e-05	1.30998414e-03	1.85054635e-03
0.0778457       	9.51121651e-04	8.70689785e-22	3.14982122e-03	-1.57491061e-04	-2.71214352e-04	4.75560826e-05	3.18069765e-04	6.33051887e-04	4.75560826e-05	-4.75560826e-05	1.30369626e-03	1.84612496e-03
0.0779084       	9.50915778e-04	-1.39718693e-21	3.13903841e-03	-1.56951921e-04	-2.72155723e-04	4.75457889e-05	3.18505968e-04	6.32409810e-04	4.75457889e-05	-4.75457889e-05	1.29736348e-03	1.84167493e-03
0.0779712       	9.50732821e-04	-1.53023771e-22	3.12796251e-03	-1.56398126e-04	-2.73172225e-04	4.75366410e-05	3.18968285e-04	6.31764536e-04	4.75366410e-05	-4.75366410e-05	1.29080903e-03	1.83715348e-03
0.0780339       	9.50499824e-04	1.66497960e-21	3.11714008e-03	-1.55857004e-04	-2.74120928e-04	4.75249912e-05	3.19392908e-04	6.31106916e-04	4.75249912e-05	-4.75249912e-05	1.28444911e-03	1.83269097e-03
0.0780966       	9.50278456e-04	4.06280717e-22	3.10641310e-03	-1.55320655e-04	-2.75046759e-04	4.75139228e-05	3.19818573e-04	6.30459883e-04	4.75139228e-05	-4.75139228e-05	1.27815979e-03	1.82825331e-03
0.0781593       	9.50023636e-04	-2.04800471e-21	3.09563096e-03	-1.54781548e-04	-2.75978389e-04	4.75011818e-05	3.20230270e-04	6.29793366e-04	4.75011818e-05	-4.75011818e-05	1.27183709e-03	1.82379387e-03
0.078222        	9.49764277e-04	1.98721106e-22	3.08478875e-03	-1.54239438e-04	-2.76932041e-04	4.74882138e-05	3.20642701e-04	6.29121576e-04	4.74882138e-05	-4.74882138e-05	1.26546234e-03	1.81932642e-03
0.0782847       	9.49493801e-04	5.17329359e-22	3.07458954e-03	-1.53729477e-04	-2.77735113e-04	4.74746900e-05	3.21017423e-04	6.28476377e-04	4.74746900e-05	-4.74746900e-05	1.25955966e-03	1.81502988e-03
0.0783474       	9.49201944e-04	7.64652975e-22	3.06345986e-03	-1.53172993e-04	-2.78786109e-04	4.74600972e-05	3.21427979e-04	6.27773965e-04	4.74600972e-05	-4.74600972e-05	1.25294382e-03	1.81051604e-03
0.0784102       	9.48901093e-04	2.68907833e-22	3.05255572e-03	-1.52627786e-04	-2.79780135e-04	4.74450547e-05	3.21822761e-04	6.27078332e-04	4.74450547e-05	-4.74450547e-05	1.24649772e-03	1.80605799e-03
0.0784729       	9.48606123e-04	-1.19037341e-21	3.04170912e-03	-1.52085456e-04	-2.80762860e-04	4.74303062e-05	3.22217606e-04	6.26388518e-04	4.74303062e-05	-4.74303062e-05	1.24009170e-03	1.80161742e-03
0.0785356       	9.48283593e-04	-7.01214251e-22	3.03083073e-03	-1.51541536e-04	-2.81758146e-04	4.74141796e-05	3.22600260e-04	6.25683333e-04	4.74141796e-05	-4.74141796e-05	1.23365722e-03	1.79717351e-03
0.0785983       	9.47969043e-04	1.41725984e-21	3.01999848e-03	-1.50999924e-04	-2.82745517e-04	4.73984521e-05	3.22984597e-04	6.24984445e-04	4.73984521e-05	-4.73984521e-05	1.22725372e-03	1.79274476e-03
0.078661        	9.47673602e-04	-1.43132030e-21	3.00910730e-03	-1.50455365e-04	-2.83746144e-04	4.73836801e-05	3.23381436e-04	6.24292166e-04	4.73836801e-05	-4.73836801e-05	1.22080750e-03	1.78829979e-03
0.0787237       	9.47312787e-04	-1.72086392e-22	2.99827535e-03	-1.49913768e-04	-2.84747072e-04	4.73656393e-05	3.23742626e-04	6.23570161e-04	4.73656393e-05	-4.73656393e-05	1.21439060e-03	1.78388475e-03
0.0787864       	9.47002865e-04	-4.68785654e-22	2.98740106e-03	-1.49370053e-04	-2.85746843e-04	4.73501433e-05	3.24131379e-04	6.22871486e-04	4.73501433e-05	-4.73501433e-05	1.20795369e-03	1.77944737e-03
0.0788491       	9.46639415e-04	-3.23265466e-21	2.97655427e-03	-1.48827714e-04	-2.86739109e-04	4.73319707e-05	3.24491994e-04	6.22147421e-04	4.73319707e-05	-4.73319707e-05	1.20153803e-03	1.77501624e-03
0.0789119       	9.46306711e-04	6.34159897e-22	2.96568460e-03	-1.48284230e-04	-2.87739564e-04	4.73153355e-05	3.24869126e-04	6.21437585e-04	4.73153355e-05	-4.73153355e-05	1.19510273e-03	1.77058186e-03
0.0789746       	9.45969799e-04	1.68530483e-22	2.95483372e-03	-1.47741686e-04	-2.88759826e-04	4.72984900e-05	3.25243214e-04	6.20726585e-04	4.72984900e-05	-4.72984900e-05	1.18865703e-03	1.76617668e-03
0.0790373       	9.45661731e-04	-5.92414860e-22	2.94369160e-03	-1.47184580e-04	-2.89841482e-04	4.72830865e-05	3.25646285e-04	6.20015446e-04	4.72830865e-05	-4.72830865e-05	1.18200432e-03	1.76168728e-03
0.0791          	9.45351489e-04	-2.04982490e-21	2.93287405e-03	-1.46643703e-04	-2.90855654e-04	4.72675744e-05	3.26032042e-04	6.19319447e-04	4.72675744e-05	-4.72675744e-05	1.17558137e-03	1.75729268e-03
0.0791634       	9.45032861e-04	-2.49896141e-22	2.92193991e-03	-1.46096995e-04	-2.91880544e-04	4.72516430e-05	3.26419435e-04	6.18613426e-04	4.72516430e-05	-4.72516430e-05	1.16908941e-03	1.75285050e-03
0.0792268       	9.44726657e-04	1.41840457e-21	2.91125214e-03	-1.45562607e-04	-2.92857696e-04	4.72363328e-05	3.26800721e-04	6.17925936e-04	4.72363328e-05	-4.72363328e-05	1.16276837e-03	1.74848377e-03
0.0792902       	9.44422789e-04	-2.04136854e-21	2.90023925e-03	-1.45011962e-04	-2.93885875e-04	4.72211394e-05	3.27199432e-04	6.17223357e-04	4.72211394e-05	-4.72211394e-05	1.15623375e-03	1.74400550e-03
0.0793536       	9.44118442e-04	-4.78801554e-23	2.88959224e-03	-1.44479612e-04	-2.94857055e-04	4.72059221e-05	3.27579609e-04	6.16538833e-04	4.72059221e-05	-4.72059221e-05	1.14993906e-03	1.73965317e-03
0.0794171       	9.43884139e-04	-2.95540646e-21	2.87818967e-03	-1.43909484e-04	-2.96006297e-04	4.71942070e-05	3.28032586e-04	6.15851553e-04	4.71942070e-05	-4.71942070e-05	1.14308854e-03	1.73510113e-03
0.0794806       	9.43627531e-04	2.72893815e-23	2.86711473e-03	-1.43355737e-04	-2.97089726e-04	4.71813766e-05	3.28458029e-04	6.15169502e-04	4.71813766e-05	-4.71813766e-05	1.13646764e-03	1.73064709e-03
0.0795441       	9.43417217e-04	7.17007248e-22	2.85607483e-03	-1.42803741e-04	-2.98150848e-04	4.71708608e-05	3.28904867e-04	6.14512350e-04	4.71708608e-05	-4.71708608e-05	1.12988657e-03	1.72618826e-03
0.0796077       	9.43223803e-04	2.11044202e-22	2.84501300e-03	-1.42250650e-04	-2.99201283e-04	4.71611902e-05	3.29361252e-04	6.13862552e-04	4.71611902e-05	-4.71611902e-05	1.12330522e-03	1.72170778e-03
0.0796712       	9.43060210e-04	-1.53244125e-21	2.83398062e-03	-1.41699031e-04	-3.00264122e-04	4.71530105e-05	3.29831074e-04	6.13229136e-04	4.71530105e-05	-4.71530105e-05	1.11672619e-03	1.71725443e-03
0.0797348       	9.42858584e-04	-2.59539108e-21	2.82272920e-03	-1.41136460e-04	-3.01414407e-04	4.71429292e-05	3.30292832e-04	6.12565752e-04	4.71429292e-05	-4.71429292e-05	1.10995019e-03	1.71277901e-03
0.0797984       	9.42710414e-04	-1.55232523e-21	2.81186477e-03	-1.40593238e-04	-3.02472567e-04	4.71355207e-05	3.30761969e-04	6.11948445e-04	4.71355207e-05	-4.71355207e-05	1.10345982e-03	1.70840495e-03
0.079862        	9.42556078e-04	1.68820343e-21	2.80085654e-03	-1.40042827e-04	-3.03563164e-04	4.71278039e-05	3.31235212e-04	6.11320866e-04	4.71278039e-05	-4.71278039e-05	1.09686510e-03	1.70399143e-03
0.0799256       	9.42500283e-04	-4.04299944e-22	2.78952092e-03	-1.39476046e-04	-3.04745433e-04	4.71250141e-05	3.31774096e-04	6.10726187e-04	4.71250141e-05	-4.71250141e-05	1.09001503e-03	1.69950589e-03
0.0799893       	9.42393825e-04	-2.95742001e-21	2.77861207e-03	-1.38930604e-04	-3.05840962e-04	4.71196913e-05	3.32266309e-04	6.10127516e-04	4.71196913e-05	-4.71196913e-05	1.08346507e-03	1.69514700e-03
0.0800531       	9.42348309e-04	-4.65472126e-22	2.76765079e-03	-1.38382540e-04	-3.06939764e-04	4.71174155e-05	3.32791615e-04	6.09556694e-04	4.71174155e-05	-4.71174155e-05	1.07688563e-03	1.69076516e-03
0.0801168       	9.42264138e-04	-2.92761352e-22	2.75671589e-03	-1.37835794e-04	-3.08048558e-04	4.71132069e-05	3.33296275e-04	6.08967863e-04	4.71132069e-05	-4.71132069e-05	1.07030939e-03	1.68640650e-03
0.0801806       	9.42229336e-04	3.80243612e-22	2.74589676e-03	-1.37294838e-04	-3.09120269e-04	4.71114668e-05	3.33819830e-04	6.08409506e-04	4.71114668e-05	-4.71114668e-05	1.06382811e-03	1.68206865e-03
0.0802443       	9.42169256e-04	7.18230691e-22	2.73479189e-03	-1.36739594e-04	-3.10289244e-04	4.71084628e-05	3.34345034e-04	6.07824222e-04	4.71084628e-05	-4.71084628e-05	1.05710670e-03	1.67768519e-03
0.0803081       	9.42143401e-04	2.94406232e-22	2.72423203e-03	-1.36211601e-04	-3.11328721e-04	4.71071701e-05	3.34860099e-04	6.07283302e-04	4.71071701e-05	-4.71071701e-05	1.05078729e-03	1.67344474e-03
0.0803718       	9.42134784e-04	-8.84997343e-22	2.71315774e-03	-1.35657887e-04	-3.12486083e-04	4.71067392e-05	3.35409505e-04	6.06725279e-04	4.71067392e-05	-4.71067392e-05	1.04409279e-03	1.66906495e-03
0.0804355       	9.42119319e-04	5.19189425e-22	2.70275751e-03	-1.35137876e-04	-3.13496232e-04	4.71059660e-05	3.35921784e-04	6.06197535e-04	4.71059660e-05	-4.71059660e-05	1.03788253e-03	1.66487499e-03
0.0804993       	9.42049520e-04	2.14289533e-21	2.69181598e-03	-1.34590799e-04	-3.14646146e-04	4.71024760e-05	3.36433961e-04	6.05615559e-04	4.71024760e-05	-4.71024760e-05	1.03126184e-03	1.66055413e-03
0.080563        	9.42039415e-04	-6.78001964e-23	2.68007551e-03	-1.34003775e-04	-3.16023451e-04	4.71019708e-05	3.37015932e-04	6.05023483e-04	4.71019708e-05	-4.71019708e-05	1.02401430e-03	1.65606120e-03
0.0806268       	9.41934461e-04	-7.92562438e-22	2.66932557e-03	-1.33466279e-04	-3.17136631e-04	4.70967230e-05	3.37500952e-04	6.04433509e-04	4.70967230e-05	-4.70967230e-05	1.01752616e-03	1.65179942e-03
0.0806905       	9.41893784e-04	1.10377621e-22	2.65878250e-03	-1.32939125e-04	-3.18229820e-04	4.70946892e-05	3.38007767e-04	6.03886017e-04	4.70946892e-05	-4.70946892e-05	1.01116143e-03	1.64762107e-03
0.0807543       	9.41793236e-04	-2.59548807e-21	2.64750159e-03	-1.32375079e-04	-3.19510272e-04	4.70896618e-05	3.38521539e-04	6.03271698e-04	4.70896618e-05	-4.70896618e-05	1.00424052e-03	1.64326106e-03
0.080818        	9.41689582e-04	2.80188265e-21	2.63639758e-03	-1.31819879e-04	-3.20737991e-04	4.70844791e-05	3.39024912e-04	6.02664670e-04	4.70844791e-05	-4.70844791e-05	9.97460801e-04	1.63893678e-03
0.0808818       	9.41540729e-04	-4.06219475e-22	2.62574482e-03	-1.31287241e-04	-3.21859963e-04	4.70770364e-05	3.39483123e-04	6.02057605e-04	4.70770364e-05	-4.70770364e-05	9.91012446e-04	1.63473237e-03
0.0809455       	9.41468806e-04	-2.39959236e-22	2.61473312e-03	-1.30736656e-04	-3.23029996e-04	4.70734403e-05	3.39997747e-04	6.01471059e-04	4.70734403e-05	-4.70734403e-05	9.84336566e-04	1.63039656e-03
0.0810092       	9.41307741e-04	1.42997933e-22	2.60384821e-03	-1.30192411e-04	-3.24226318e-04	4.70653870e-05	3.40461460e-04	6.00846281e-04	4.70653870e-05	-4.70653870e-05	9.77697787e-04	1.62615042e-03
0.081073        	9.41175619e-04	2.01188855e-21	2.59270525e-03	-1.29635263e-04	-3.25512211e-04	4.70587809e-05	3.40952547e-04	6.00223072e-04	4.70587809e-05	-4.70587809e-05	9.70840415e-04	1.62186484e-03
0.0811375       	9.40980901e-04	-8.02842499e-23	2.58162824e-03	-1.29081412e-04	-3.26764110e-04	4.70490451e-05	3.41409039e-04	5.99571862e-04	4.70490451e-05	-4.70490451e-05	9.64050008e-04	1.61757823e-03
0.081202        	9.40790756e-04	7.93206951e-22	2.57086876e-03	-1.28543438e-04	-3.27940242e-04	4.70395378e-05	3.41851940e-04	5.98938816e-04	4.70395378e-05	-4.70395378e-05	9.57494136e-04	1.61337462e-03
0.0812666       	9.40517155e-04	1.16014127e-21	2.56022061e-03	-1.28011031e-04	-3.29118624e-04	4.70258577e-05	3.42247547e-04	5.98269608e-04	4.70258577e-05	-4.70258577e-05	9.50991681e-04	1.60922893e-03
0.0813311       	9.40312885e-04	-1.14363942e-21	2.54897196e-03	-1.27448598e-04	-3.30421145e-04	4.70156443e-05	3.42707845e-04	5.97605041e-04	4.70156443e-05	-4.70156443e-05	9.44064837e-04	1.60490713e-03
0.0813956       	9.39999072e-04	5.38710577e-23	2.53823959e-03	-1.26911980e-04	-3.31605768e-04	4.69999536e-05	3.43087556e-04	5.96911516e-04	4.69999536e-05	-4.69999536e-05	9.37514029e-04	1.60072557e-03
0.0814602       	9.39724146e-04	3.87280686e-21	2.52744294e-03	-1.26372147e-04	-3.32856977e-04	4.69862073e-05	3.43489926e-04	5.96234220e-04	4.69862073e-05	-4.69862073e-05	9.30864495e-04	1.59657845e-03
0.0815247       	9.39349128e-04	4.96164447e-22	2.51732649e-03	-1.25866324e-04	-3.33894033e-04	4.69674564e-05	3.43808240e-04	5.95540888e-04	4.69674564e-05	-4.69674564e-05	9.24769209e-04	1.59255728e-03
0.0815892       	9.39072283e-04	7.68571328e-22	2.50594869e-03	-1.25297434e-04	-3.35263377e-04	4.69536142e-05	3.44238707e-04	5.94833576e-04	4.69536142e-05	-4.69536142e-05	9.17710966e-04	1.58823772e-03
0.0816538       	9.38680831e-04	1.31379172e-22	2.49489410e-03	-1.24744705e-04	-3.36626124e-04	4.69340416e-05	3.44595711e-04	5.94085120e-04	4.69340416e-05	-4.69340416e-05	9.10820923e-04	1.58407317e-03
0.0817183       	9.38316748e-04	-1.71505320e-22	2.48439670e-03	-1.24219835e-04	-3.37792585e-04	4.69158374e-05	3.44938539e-04	5.93378209e-04	4.69158374e-05	-4.69158374e-05	9.04405764e-04	1.57999093e-03
0.0817828       	9.37873849e-04	1.14130689e-22	2.47360521e-03	-1.23680261e-04	-3.39091036e-04	4.68936925e-05	3.45256664e-04	5.92617185e-04	4.68936925e-05	-4.68936925e-05	8.97711570e-04	1.57589364e-03
0.0818474       	9.37505341e-04	8.07263777e-22	2.46199805e-03	-1.23099903e-04	-3.40584203e-04	4.68752671e-05	3.45652768e-04	5.91852573e-04	4.68752671e-05	-4.68752671e-05	8.90414822e-04	1.57158323e-03
0.0819119       	9.37060489e-04	-6.63423985e-22	2.45014900e-03	-1.22507450e-04	-3.42159673e-04	4.68530245e-05	3.46022795e-04	5.91037695e-04	4.68530245e-05	-4.68530245e-05	8.82914826e-04	1.56723417e-03
0.0819764       	9.36610422e-04	3.17554450e-22	2.43952348e-03	-1.21976174e-04	-3.43399308e-04	4.68305211e-05	3.46329037e-04	5.90281385e-04	4.68305211e-05	-4.68305211e-05	8.76362435e-04	1.56316105e-03
0.082041        	9.36081992e-04	-1.09713945e-21	2.42876434e-03	-1.21438217e-04	-3.44700228e-04	4.68040996e-05	3.46602779e-04	5.89479213e-04	4.68040996e-05	-4.68040996e-05	8.69681941e-04	1.55908240e-03
0.0821055       	9.35598597e-04	-7.39532152e-22	2.41841066e-03	-1.20920533e-04	-3.45894893e-04	4.67799298e-05	3.46878765e-04	5.88719831e-04	4.67799298e-05	-4.67799298e-05	8.63310436e-04	1.55510022e-03
0.08217         	9.35040342e-04	-8.18271455e-22	2.40768327e-03	-1.20384164e-04	-3.47200517e-04	4.67520171e-05	3.47136007e-04	5.87904335e-04	4.67520171e-05	-4.67520171e-05	8.56641120e-04	1.55104215e-03
0.0822345       	9.34537811e-04	4.61343669e-22	2.39688343e-03	-1.19844171e-04	-3.48551670e-04	4.67268906e-05	3.47424734e-04	5.87113077e-04	4.67268906e-05	-4.67268906e-05	8.49890044e-04	1.54699338e-03
0.0822991       	9.33952112e-04	2.01151661e-21	2.38560312e-03	-1.19280156e-04	-3.50023105e-04	4.66976056e-05	3.47695900e-04	5.86256212e-04	4.66976056e-05	-4.66976056e-05	8.42778455e-04	1.54282466e-03
0.0823636       	9.33400107e-04	-1.00317785e-21	2.37477575e-03	-1.18738787e-04	-3.51391682e-04	4.66700054e-05	3.47961266e-04	5.85438841e-04	4.66700054e-05	-4.66700054e-05	8.35996192e-04	1.53877956e-03
0.0824281       	9.32762932e-04	-1.09936415e-21	2.36372924e-03	-1.18186462e-04	-3.52812407e-04	4.66381466e-05	3.48195004e-04	5.84567928e-04	4.66381466e-05	-4.66381466e-05	8.29052211e-04	1.53467702e-03
0.0824927       	9.32154622e-04	-1.04767965e-21	2.35325566e-03	-1.17662783e-04	-3.54097938e-04	4.66077311e-05	3.48414528e-04	5.83740094e-04	4.66077311e-05	-4.66077311e-05	8.22529894e-04	1.53072577e-03
0.0825572       	9.31490766e-04	1.81764771e-21	2.34224408e-03	-1.17112204e-04	-3.55506758e-04	4.65745383e-05	3.48633179e-04	5.82857587e-04	4.65745383e-05	-4.65745383e-05	8.15615284e-04	1.52662880e-03
0.0826217       	9.30860623e-04	4.40735039e-22	2.33150516e-03	-1.16575258e-04	-3.56873323e-04	4.65430312e-05	3.48855054e-04	5.82005570e-04	4.65430312e-05	-4.65430312e-05	8.08879258e-04	1.52262590e-03
0.0826863       	9.30140076e-04	2.80805505e-22	2.32105051e-03	-1.16052526e-04	-3.58151568e-04	4.65070038e-05	3.49017513e-04	5.81122564e-04	4.65070038e-05	-4.65070038e-05	8.02373687e-04	1.51867682e-03
0.0827508       	9.29493425e-04	-8.54130023e-22	2.31005046e-03	-1.15502523e-04	-3.59591053e-04	4.64746712e-05	3.49244189e-04	5.80249235e-04	4.64746712e-05	-4.64746712e-05	7.95434177e-04	1.51461628e-03
0.0828153       	9.28754219e-04	1.50591551e-21	2.29906338e-03	-1.14953169e-04	-3.61027742e-04	4.64377109e-05	3.49423940e-04	5.79330278e-04	4.64377109e-05	-4.64377109e-05	7.88503949e-04	1.51055943e-03
0.0828799       	9.28065963e-04	4.00527677e-22	2.28821698e-03	-1.14410849e-04	-3.62425361e-04	4.64032981e-05	3.49622132e-04	5.78443830e-04	4.64032981e-05	-4.64032981e-05	7.81683128e-04	1.50653385e-03
0.0829444       	9.27292721e-04	2.22118022e-22	2.27761905e-03	-1.13880952e-04	-3.63750243e-04	4.63646360e-05	3.49765408e-04	5.77527313e-04	4.63646360e-05	-4.63646360e-05	7.75059282e-04	1.50255977e-03
0.0830102       	9.26592129e-04	4.07263381e-22	2.26690855e-03	-1.13345427e-04	-3.65066536e-04	4.63296065e-05	3.49950637e-04	5.76641492e-04	4.63296065e-05	-4.63296065e-05	7.68387739e-04	1.49852081e-03
0.083076        	9.25793839e-04	-3.00100990e-21	2.25624256e-03	-1.12812128e-04	-3.66415611e-04	4.62896920e-05	3.50084791e-04	5.75709048e-04	4.62896920e-05	-4.62896920e-05	7.61705672e-04	1.49453689e-03
0.0831418       	9.25074885e-04	4.72222637e-22	2.24523563e-03	-1.12261782e-04	-3.67845317e-04	4.62537442e-05	3.50275661e-04	5.74799224e-04	4.62537442e-05	-4.62537442e-05	7.54772500e-04	1.49046313e-03
0.0832076       	9.24297412e-04	8.78750154e-22	2.23388309e-03	-1.11694155e-04	-3.69381856e-04	4.62148706e-05	3.50454551e-04	5.73842861e-04	4.62148706e-05	-4.62148706e-05	7.47559691e-04	1.48632340e-03
0.0832734       	9.23593725e-04	-1.21931682e-21	2.22262337e-03	-1.11131168e-04	-3.70867893e-04	4.61796863e-05	3.50665694e-04	5.72928031e-04	4.61796863e-05	-4.61796863e-05	7.40443791e-04	1.48217958e-03
0.0833392       	9.22824414e-04	9.21424354e-22	2.21165758e-03	-1.10582879e-04	-3.72277298e-04	4.61412207e-05	3.50829328e-04	5.71995086e-04	4.61412207e-05	-4.61412207e-05	7.33551490e-04	1.47810609e-03
0.083405        	9.22137945e-04	1.55628479e-22	2.20115730e-03	-1.10057865e-04	-3.73551632e-04	4.61068973e-05	3.51011108e-04	5.71126838e-04	4.61068973e-05	-4.61068973e-05	7.27027019e-04	1.47413028e-03
0.0834708       	9.21430666e-04	4.93598442e-22	2.18992224e-03	-1.09496112e-04	-3.75063882e-04	4.60715333e-05	3.51219221e-04	5.70211445e-04	4.60715333e-05	-4.60715333e-05	7.19897240e-04	1.47002500e-03
0.0835366       	9.20814988e-04	7.17073838e-22	2.17891973e-03	-1.08945986e-04	-3.76488057e-04	4.60407494e-05	3.51461508e-04	5.69353480e-04	4.60407494e-05	-4.60407494e-05	7.12971806e-04	1.46594792e-03
0.0836023       	9.20170184e-04	-9.47027296e-22	2.16768241e-03	-1.08384120e-04	-3.77989225e-04	4.60085092e-05	3.51700972e-04	5.68469212e-04	4.60085092e-05	-4.60085092e-05	7.05851978e-04	1.46183043e-03
0.0836681       	9.19614361e-04	4.65510658e-22	2.15691759e-03	-1.07845880e-04	-3.79337471e-04	4.59807180e-05	3.51961301e-04	5.67653060e-04	4.59807180e-05	-4.59807180e-05	6.99121324e-04	1.45779627e-03
0.0837339       	9.19040150e-04	4.09211019e-22	2.14592681e-03	-1.07296340e-04	-3.80771377e-04	4.59520075e-05	3.52223735e-04	5.66816416e-04	4.59520075e-05	-4.59520075e-05	6.92192027e-04	1.45373478e-03
0.0837997       	9.18576616e-04	1.33972968e-21	2.13493828e-03	-1.06746914e-04	-3.82186531e-04	4.59288308e-05	3.52541394e-04	5.66035222e-04	4.59288308e-05	-4.59288308e-05	6.85282611e-04	1.44965567e-03
0.0838655       	9.18090492e-04	-7.32729690e-22	2.12390731e-03	-1.06195365e-04	-3.83624889e-04	4.59045246e-05	3.52849881e-04	5.65240611e-04	4.59045246e-05	-4.59045246e-05	6.78328764e-04	1.44557854e-03
0.0839313       	9.17709927e-04	5.01067699e-22	2.11290041e-03	-1.05645020e-04	-3.85064583e-04	4.58854964e-05	3.53209943e-04	5.64499984e-04	4.58854964e-05	-4.58854964e-05	6.71385621e-04	1.44151479e-03
0.0839971       	9.17308074e-04	-2.92136677e-22	2.10187621e-03	-1.05093810e-04	-3.86497268e-04	4.58654037e-05	3.53560227e-04	5.63747847e-04	4.58654037e-05	-4.58654037e-05	6.64440835e-04	1.43743537e-03
0.0840629       	9.17001478e-04	1.05613471e-21	2.09113926e-03	-1.04556963e-04	-3.87845249e-04	4.58500739e-05	3.53943776e-04	5.63057702e-04	4.58500739e-05	-4.58500739e-05	6.57724383e-04	1.43341488e-03
0.0841287       	9.16706847e-04	1.72480920e-23	2.08005552e-03	-1.04002776e-04	-3.89324445e-04	4.58353424e-05	3.54350648e-04	5.62356200e-04	4.58353424e-05	-4.58353424e-05	6.50703315e-04	1.42935220e-03
0.0841945       	9.16480745e-04	5.12229753e-22	2.06902902e-03	-1.03451451e-04	-3.90781313e-04	4.58240373e-05	3.54788922e-04	5.61691824e-04	4.58240373e-05	-4.58240373e-05	6.43733195e-04	1.42529582e-03
