# Force coefficients
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# sideDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# liftDir       : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# rollAxis      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# yawAxis       : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# magUInf       : 2.61300000e+02
# lRef          : 1.00000000e+00
# Aref          : 1.00000000e-01
# CofR          : (2.50000000e-01 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cs              	Cl              	CmRoll          	CmPitch         	CmYaw           	Cd(f)           	Cd(r)           	Cs(f)           	Cs(r)           	Cl(f)           	Cl(r)           
0.124199        	5.90968941e-04	-2.59315761e-21	-3.59440690e-03	1.79720345e-04	-3.16728099e-04	2.95484470e-05	4.75204815e-04	1.15764125e-04	2.95484470e-05	-2.95484470e-05	-2.11393155e-03	-1.48047535e-03
0.124272        	5.93784877e-04	3.94055975e-23	-3.62004207e-03	1.81002104e-04	-3.06242045e-04	2.96892439e-05	4.77894542e-04	1.15890335e-04	2.96892439e-05	-2.96892439e-05	-2.11626308e-03	-1.50377899e-03
0.124345        	5.96594807e-04	-1.39415195e-21	-3.64517677e-03	1.82258839e-04	-2.96038186e-04	2.98297404e-05	4.80556242e-04	1.16038565e-04	2.98297404e-05	-2.98297404e-05	-2.11862657e-03	-1.52655020e-03
0.124417        	5.99395876e-04	-2.35820638e-21	-3.67026291e-03	1.83513145e-04	-2.85880885e-04	2.99697938e-05	4.83211083e-04	1.16184793e-04	2.99697938e-05	-2.99697938e-05	-2.12101234e-03	-1.54925057e-03
0.12449         	6.02193404e-04	-4.63601261e-22	-3.69522339e-03	1.84761170e-04	-2.75813715e-04	3.01096702e-05	4.85857871e-04	1.16335532e-04	3.01096702e-05	-3.01096702e-05	-2.12342541e-03	-1.57179798e-03
0.124563        	6.04876411e-04	-1.67636908e-21	-3.71894041e-03	1.85947021e-04	-2.66414880e-04	3.02438206e-05	4.88385226e-04	1.16491185e-04	3.02438206e-05	-3.02438206e-05	-2.12588509e-03	-1.59305533e-03
0.124636        	6.07689752e-04	1.58142636e-21	-3.74344879e-03	1.87172439e-04	-2.56530485e-04	3.03844876e-05	4.91017315e-04	1.16672436e-04	3.03844876e-05	-3.03844876e-05	-2.12825488e-03	-1.61519391e-03
0.124709        	6.10469222e-04	1.81684359e-21	-3.76759031e-03	1.88379515e-04	-2.46872682e-04	3.05234611e-05	4.93614126e-04	1.16855096e-04	3.05234611e-05	-3.05234611e-05	-2.13066783e-03	-1.63692247e-03
0.124782        	6.13115268e-04	-5.42703583e-22	-3.79029439e-03	1.89514720e-04	-2.37977964e-04	3.06557634e-05	4.96072354e-04	1.17042914e-04	3.06557634e-05	-3.06557634e-05	-2.13312516e-03	-1.65716923e-03
0.124854        	6.15776665e-04	5.89026465e-22	-3.81290867e-03	1.90645434e-04	-2.29151026e-04	3.07888332e-05	4.98533766e-04	1.17242899e-04	3.07888332e-05	-3.07888332e-05	-2.13560536e-03	-1.67730331e-03
0.124927        	6.18470550e-04	1.11881269e-21	-3.83550605e-03	1.91775302e-04	-2.20307612e-04	3.09235275e-05	5.01010578e-04	1.17459973e-04	3.09235275e-05	-3.09235275e-05	-2.13806064e-03	-1.69744541e-03
0.125           	6.21190869e-04	9.61514418e-22	-3.85798430e-03	1.92899215e-04	-2.11469864e-04	3.10595435e-05	5.03494650e-04	1.17696220e-04	3.10595435e-05	-3.10595435e-05	-2.14046201e-03	-1.71752229e-03
0.125073        	6.23873458e-04	-2.62400040e-21	-3.87992458e-03	1.93996229e-04	-2.02883040e-04	3.11936729e-05	5.05932958e-04	1.17940500e-04	3.11936729e-05	-3.11936729e-05	-2.14284533e-03	-1.73707925e-03
0.125145        	6.26532810e-04	-6.81230031e-22	-3.90136734e-03	1.95068367e-04	-1.94541924e-04	3.13266405e-05	5.08334772e-04	1.18198038e-04	3.13266405e-05	-3.13266405e-05	-2.14522559e-03	-1.75614174e-03
0.125218        	6.29177403e-04	2.68787482e-22	-3.92254599e-03	1.96127299e-04	-1.86351044e-04	3.14588701e-05	5.10716001e-04	1.18461402e-04	3.14588701e-05	-3.14588701e-05	-2.14762404e-03	-1.77492195e-03
0.12529         	6.31739901e-04	7.78995053e-22	-3.94276339e-03	1.97138170e-04	-1.78601905e-04	3.15869950e-05	5.13008120e-04	1.18731781e-04	3.15869950e-05	-3.15869950e-05	-2.14998360e-03	-1.79277979e-03
0.125361        	6.34300448e-04	4.29871288e-22	-3.96275544e-03	1.98137772e-04	-1.70913135e-04	3.17150224e-05	5.15287996e-04	1.19012452e-04	3.17150224e-05	-3.17150224e-05	-2.15229085e-03	-1.81046459e-03
0.125432        	6.36811913e-04	-5.59760100e-22	-3.98224296e-03	1.99112148e-04	-1.63469455e-04	3.18405957e-05	5.17518104e-04	1.19293809e-04	3.18405957e-05	-3.18405957e-05	-2.15459093e-03	-1.82765202e-03
0.125503        	6.39294489e-04	2.71974864e-21	-4.00123285e-03	2.00061643e-04	-1.56256176e-04	3.19647244e-05	5.19708887e-04	1.19585602e-04	3.19647244e-05	-3.19647244e-05	-2.15687260e-03	-1.84436025e-03
0.125573        	6.41699790e-04	9.23858463e-22	-4.01924788e-03	2.00962394e-04	-1.49488807e-04	3.20849895e-05	5.21812289e-04	1.19887501e-04	3.20849895e-05	-3.20849895e-05	-2.15911275e-03	-1.86013513e-03
0.125642        	6.44002503e-04	1.62353329e-21	-4.03646774e-03	2.01823387e-04	-1.43094632e-04	3.22001252e-05	5.23824638e-04	1.20177865e-04	3.22001252e-05	-3.22001252e-05	-2.16132850e-03	-1.87513924e-03
0.125711        	6.46325030e-04	-1.58509947e-21	-4.05344287e-03	2.02672144e-04	-1.36767394e-04	3.23162515e-05	5.25834658e-04	1.20490371e-04	3.23162515e-05	-3.23162515e-05	-2.16348883e-03	-1.88995404e-03
0.125779        	6.48661098e-04	2.08300769e-21	-4.07026062e-03	2.03513031e-04	-1.30494563e-04	3.24330549e-05	5.27843580e-04	1.20817518e-04	3.24330549e-05	-3.24330549e-05	-2.16562487e-03	-1.90463574e-03
0.125847        	6.50941636e-04	-1.12483489e-21	-4.08622007e-03	2.04311003e-04	-1.24546849e-04	3.25470818e-05	5.29781821e-04	1.21159814e-04	3.25470818e-05	-3.25470818e-05	-2.16765688e-03	-1.91856319e-03
0.125915        	6.53227829e-04	-6.00819135e-22	-4.10207702e-03	2.05103851e-04	-1.18576949e-04	3.26613915e-05	5.31717766e-04	1.21510064e-04	3.26613915e-05	-3.26613915e-05	-2.16961546e-03	-1.93246156e-03
0.125982        	6.55483082e-04	-1.65965923e-21	-4.11741803e-03	2.05870901e-04	-1.12815626e-04	3.27741541e-05	5.33612443e-04	1.21870640e-04	3.27741541e-05	-3.27741541e-05	-2.17152464e-03	-1.94589339e-03
0.126049        	6.57712531e-04	1.07127574e-21	-4.13235442e-03	2.06617721e-04	-1.07242329e-04	3.28856266e-05	5.35473987e-04	1.22238545e-04	3.28856266e-05	-3.28856266e-05	-2.17341954e-03	-1.95893488e-03
0.126115        	6.59878799e-04	-3.59932008e-21	-4.14636998e-03	2.07318499e-04	-1.02064685e-04	3.29939399e-05	5.37257898e-04	1.22620900e-04	3.29939399e-05	-3.29939399e-05	-2.17524967e-03	-1.97112030e-03
0.126181        	6.61857125e-04	7.21349034e-22	-4.15910358e-03	2.07955179e-04	-9.75389155e-05	3.30928562e-05	5.38883741e-04	1.22973383e-04	3.30928562e-05	-3.30928562e-05	-2.17709071e-03	-1.98201288e-03
0.126247        	6.64072801e-04	-3.12524594e-22	-4.17302799e-03	2.08651399e-04	-9.22712222e-05	3.32036400e-05	5.40687800e-04	1.23385001e-04	3.32036400e-05	-3.32036400e-05	-2.17878522e-03	-1.99424277e-03
0.126312        	6.66042892e-04	3.46536931e-22	-4.18526130e-03	2.09263065e-04	-8.78897490e-05	3.33021446e-05	5.42284511e-04	1.23758381e-04	3.33021446e-05	-3.33021446e-05	-2.18052040e-03	-2.00474090e-03
0.126377        	6.68228658e-04	-1.40670180e-22	-4.19847201e-03	2.09923600e-04	-8.28641402e-05	3.34114329e-05	5.44037929e-04	1.24190729e-04	3.34114329e-05	-3.34114329e-05	-2.18210014e-03	-2.01637186e-03
0.126441        	6.70154723e-04	-2.06525442e-22	-4.20998649e-03	2.10499324e-04	-7.87212091e-05	3.35077362e-05	5.45576686e-04	1.24578037e-04	3.35077362e-05	-3.35077362e-05	-2.18371445e-03	-2.02627203e-03
0.126506        	6.72264421e-04	1.78180208e-21	-4.22214791e-03	2.11107395e-04	-7.41165629e-05	3.36132210e-05	5.47239606e-04	1.25024815e-04	3.36132210e-05	-3.36132210e-05	-2.18519052e-03	-2.03695739e-03
0.12657         	6.74133480e-04	-2.32414807e-21	-4.23291688e-03	2.11645844e-04	-7.02028929e-05	3.37066740e-05	5.48712584e-04	1.25420896e-04	3.37066740e-05	-3.37066740e-05	-2.18666133e-03	-2.04625555e-03
0.126633        	6.76176945e-04	4.71735700e-22	-4.24433057e-03	2.12216528e-04	-6.58702525e-05	3.38088473e-05	5.50305001e-04	1.25871944e-04	3.38088473e-05	-3.38088473e-05	-2.18803554e-03	-2.05629503e-03
0.126697        	6.78016651e-04	-7.33030907e-22	-4.25457615e-03	2.12728808e-04	-6.21128434e-05	3.39008325e-05	5.51737133e-04	1.26279518e-04	3.39008325e-05	-3.39008325e-05	-2.18940092e-03	-2.06517523e-03
0.12676         	6.79999454e-04	-1.26694948e-21	-4.26511904e-03	2.13255952e-04	-5.81116239e-05	3.39999727e-05	5.53255679e-04	1.26743775e-04	3.39999727e-05	-3.39999727e-05	-2.19067114e-03	-2.07444789e-03
0.126822        	6.81932922e-04	-1.76757933e-21	-4.27523913e-03	2.13761957e-04	-5.42722196e-05	3.40966461e-05	5.54728417e-04	1.27204504e-04	3.40966461e-05	-3.40966461e-05	-2.19189178e-03	-2.08334735e-03
0.126885        	6.83779678e-04	-6.08800845e-22	-4.28465318e-03	2.14232659e-04	-5.07553582e-05	3.41889839e-05	5.56122498e-04	1.27657180e-04	3.41889839e-05	-3.41889839e-05	-2.19308195e-03	-2.09157123e-03
0.126947        	6.85568274e-04	-1.78617430e-22	-4.29370422e-03	2.14685211e-04	-4.73824023e-05	3.42784137e-05	5.57469348e-04	1.28098926e-04	3.42784137e-05	-3.42784137e-05	-2.19423451e-03	-2.09946971e-03
0.127009        	6.87352619e-04	1.34475717e-21	-4.30241884e-03	2.15120942e-04	-4.41294924e-05	3.43676310e-05	5.58797252e-04	1.28555367e-04	3.43676310e-05	-3.43676310e-05	-2.19533891e-03	-2.10707993e-03
0.127071        	6.89100283e-04	-9.09357226e-22	-4.31080808e-03	2.15540404e-04	-4.10061774e-05	3.44550142e-05	5.60090546e-04	1.29009738e-04	3.44550142e-05	-3.44550142e-05	-2.19641022e-03	-2.11439786e-03
0.127133        	6.90827106e-04	-3.35501447e-22	-4.31889500e-03	2.15944750e-04	-3.79796618e-05	3.45413553e-05	5.61358303e-04	1.29468803e-04	3.45413553e-05	-3.45413553e-05	-2.19742716e-03	-2.12146784e-03
0.127194        	6.92527505e-04	1.79048518e-21	-4.32667860e-03	2.16333930e-04	-3.50578956e-05	3.46263752e-05	5.62597683e-04	1.29929822e-04	3.46263752e-05	-3.46263752e-05	-2.19839720e-03	-2.12828141e-03
0.127255        	6.94203273e-04	3.01086133e-23	-4.33417287e-03	2.16708644e-04	-3.22367284e-05	3.47101636e-05	5.63810280e-04	1.30392993e-04	3.47101636e-05	-3.47101636e-05	-2.19932316e-03	-2.13484971e-03
0.127316        	6.95855929e-04	-2.01703389e-21	-4.34132798e-03	2.17066399e-04	-2.95340898e-05	3.47927965e-05	5.64994363e-04	1.30861566e-04	3.47927965e-05	-3.47927965e-05	-2.20019808e-03	-2.14112990e-03
0.127377        	6.97491275e-04	-2.04090436e-21	-4.34822813e-03	2.17411406e-04	-2.69061987e-05	3.48745638e-05	5.66157044e-04	1.31334231e-04	3.48745638e-05	-3.48745638e-05	-2.20102026e-03	-2.14720786e-03
0.127437        	6.99031918e-04	7.04732291e-22	-4.35459847e-03	2.17729923e-04	-2.45379507e-05	3.49515959e-05	5.67245883e-04	1.31786036e-04	3.49515959e-05	-3.49515959e-05	-2.20183719e-03	-2.15276128e-03
0.127497        	7.00687383e-04	-1.04361442e-21	-4.36112835e-03	2.18056418e-04	-2.19772275e-05	3.50343692e-05	5.68400109e-04	1.32287274e-04	3.50343692e-05	-3.50343692e-05	-2.20254140e-03	-2.15858695e-03
0.127557        	7.02193704e-04	1.57128075e-21	-4.36700331e-03	2.18350165e-04	-1.97668489e-05	3.51096852e-05	5.69447017e-04	1.32746686e-04	3.51096852e-05	-3.51096852e-05	-2.20326850e-03	-2.16373481e-03
0.127617        	7.03835187e-04	-3.21727749e-22	-4.37302096e-03	2.18651048e-04	-1.73459854e-05	3.51917594e-05	5.70568642e-04	1.33266546e-04	3.51917594e-05	-3.51917594e-05	-2.20385647e-03	-2.16916450e-03
0.127677        	7.05370931e-04	-1.42386959e-21	-4.37874473e-03	2.18937236e-04	-1.51081482e-05	3.52685465e-05	5.71622702e-04	1.33748229e-04	3.52685465e-05	-3.52685465e-05	-2.20448051e-03	-2.17426422e-03
0.127736        	7.06914884e-04	2.69639712e-22	-4.38408129e-03	2.19204065e-04	-1.29707478e-05	3.53457442e-05	5.72661507e-04	1.34253378e-04	3.53457442e-05	-3.53457442e-05	-2.20501139e-03	-2.17906990e-03
0.127796        	7.08582455e-04	1.21957297e-21	-4.38954390e-03	2.19477195e-04	-1.06206106e-05	3.54291228e-05	5.73768423e-04	1.34814033e-04	3.54291228e-05	-3.54291228e-05	-2.20539256e-03	-2.18415134e-03
0.127855        	7.10075308e-04	-9.89301550e-22	-4.39432353e-03	2.19716177e-04	-8.70122761e-06	3.55037654e-05	5.74753830e-04	1.35321477e-04	3.55037654e-05	-3.55037654e-05	-2.20586299e-03	-2.18846054e-03
0.127914        	7.11678037e-04	1.31656551e-21	-4.39923703e-03	2.19961852e-04	-6.58449135e-06	3.55839018e-05	5.75800870e-04	1.35877167e-04	3.55839018e-05	-3.55839018e-05	-2.20620301e-03	-2.19303403e-03
0.127972        	7.13103901e-04	5.63591946e-23	-4.40354441e-03	2.20177220e-04	-4.84402224e-06	3.56551951e-05	5.76729171e-04	1.36374730e-04	3.56551951e-05	-3.56551951e-05	-2.20661623e-03	-2.19692818e-03
0.128031        	7.14558799e-04	-1.96606869e-21	-4.40796541e-03	2.20398271e-04	-3.00113728e-06	3.57279400e-05	5.77677670e-04	1.36881129e-04	3.57279400e-05	-3.57279400e-05	-2.20698384e-03	-2.20098157e-03
0.12809         	7.16023164e-04	3.38773180e-22	-4.41217986e-03	2.20608993e-04	-1.18317985e-06	3.58011582e-05	5.78620575e-04	1.37402589e-04	3.58011582e-05	-3.58011582e-05	-2.20727311e-03	-2.20490675e-03
0.128148        	7.17500234e-04	8.16348101e-22	-4.41616595e-03	2.20808298e-04	5.40979719e-07	3.58750117e-05	5.79558415e-04	1.37941819e-04	3.58750117e-05	-3.58750117e-05	-2.20754200e-03	-2.20862396e-03
0.128206        	7.18961515e-04	-1.08940914e-21	-4.41996283e-03	2.20998142e-04	2.26273683e-06	3.59480758e-05	5.80478899e-04	1.38482616e-04	3.59480758e-05	-3.59480758e-05	-2.20771868e-03	-2.21224415e-03
0.128264        	7.20419716e-04	-2.71323641e-21	-4.42358931e-03	2.21179466e-04	3.90504738e-06	3.60209858e-05	5.81389324e-04	1.39030392e-04	3.60209858e-05	-3.60209858e-05	-2.20788961e-03	-2.21569970e-03
0.128322        	7.21854149e-04	-9.18438527e-22	-4.42702381e-03	2.21351191e-04	5.53118654e-06	3.60927074e-05	5.82278265e-04	1.39575884e-04	3.60927074e-05	-3.60927074e-05	-2.20798072e-03	-2.21904309e-03
0.12838         	7.23284377e-04	1.39537933e-21	-4.43030381e-03	2.21515190e-04	7.07869211e-06	3.61642189e-05	5.83157379e-04	1.40126998e-04	3.61642189e-05	-3.61642189e-05	-2.20807321e-03	-2.22223060e-03
0.128437        	7.24690878e-04	3.57724953e-21	-4.43339321e-03	2.21669661e-04	8.59937050e-06	3.62345439e-05	5.84015100e-04	1.40675778e-04	3.62345439e-05	-3.62345439e-05	-2.20809724e-03	-2.22529598e-03
0.128495        	7.25906705e-04	-1.11277157e-21	-4.43607293e-03	2.21803647e-04	9.73471993e-06	3.62953352e-05	5.84756999e-04	1.41149706e-04	3.62953352e-05	-3.62953352e-05	-2.20830175e-03	-2.22777119e-03
0.128552        	7.27345397e-04	-3.22275000e-23	-4.43893435e-03	2.21946717e-04	1.12612917e-05	3.63672699e-05	5.85619416e-04	1.41725981e-04	3.63672699e-05	-3.63672699e-05	-2.20820588e-03	-2.23072847e-03
0.128609        	7.28573521e-04	2.91265304e-21	-4.44141517e-03	2.22070759e-04	1.23718427e-05	3.64286761e-05	5.86357519e-04	1.42216002e-04	3.64286761e-05	-3.64286761e-05	-2.20833574e-03	-2.23307943e-03
0.128667        	7.30069710e-04	3.13758797e-22	-4.44389733e-03	2.22194866e-04	1.38428893e-05	3.65034855e-05	5.87229721e-04	1.42839989e-04	3.65034855e-05	-3.65034855e-05	-2.20810577e-03	-2.23579155e-03
0.128724        	7.31304948e-04	1.50438333e-21	-4.44614386e-03	2.22307193e-04	1.49257094e-05	3.65652474e-05	5.87959667e-04	1.43345281e-04	3.65652474e-05	-3.65652474e-05	-2.20814622e-03	-2.23799764e-03
0.12878         	7.32550284e-04	1.14911414e-21	-4.44828171e-03	2.22414085e-04	1.60419904e-05	3.66275142e-05	5.88689228e-04	1.43861057e-04	3.66275142e-05	-3.66275142e-05	-2.20809886e-03	-2.24018284e-03
0.128837        	7.34041371e-04	6.98898838e-24	-4.45049269e-03	2.22524635e-04	1.75750636e-05	3.67020685e-05	5.89545320e-04	1.44496051e-04	3.67020685e-05	-3.67020685e-05	-2.20767128e-03	-2.24282141e-03
0.128894        	7.35261460e-04	-4.86512881e-22	-4.45242126e-03	2.22621063e-04	1.86216398e-05	3.67630730e-05	5.90251793e-04	1.45009667e-04	3.67630730e-05	-3.67630730e-05	-2.20758899e-03	-2.24483227e-03
0.12895         	7.36510783e-04	2.40927122e-21	-4.45427784e-03	2.22713892e-04	1.96976477e-05	3.68255391e-05	5.90969283e-04	1.45541499e-04	3.68255391e-05	-3.68255391e-05	-2.20744127e-03	-2.24683657e-03
0.129007        	7.37988638e-04	-7.55425385e-22	-4.45607531e-03	2.22803765e-04	2.11583737e-05	3.68994319e-05	5.91798084e-04	1.46190554e-04	3.68994319e-05	-3.68994319e-05	-2.20687928e-03	-2.24919603e-03
0.129063        	7.39206563e-04	-1.34061332e-21	-4.45770990e-03	2.22885495e-04	2.21478757e-05	3.69603282e-05	5.92488777e-04	1.46717787e-04	3.69603282e-05	-3.69603282e-05	-2.20670708e-03	-2.25100283e-03
0.129119        	7.40633460e-04	1.65623769e-21	-4.45928003e-03	2.22964002e-04	2.34980369e-05	3.70316730e-05	5.93280732e-04	1.47352728e-04	3.70316730e-05	-3.70316730e-05	-2.20614198e-03	-2.25313805e-03
0.129176        	7.41828543e-04	8.36713642e-22	-4.46068928e-03	2.23034464e-04	2.44165171e-05	3.70914272e-05	5.93948736e-04	1.47879808e-04	3.70914272e-05	-3.70914272e-05	-2.20592812e-03	-2.25476116e-03
0.129232        	7.43028830e-04	-9.43097222e-22	-4.46198398e-03	2.23099199e-04	2.53420032e-05	3.71514415e-05	5.94613614e-04	1.48415216e-04	3.71514415e-05	-3.71514415e-05	-2.20564999e-03	-2.25633399e-03
0.129288        	7.44466172e-04	1.57776976e-21	-4.46320282e-03	2.23160141e-04	2.66351234e-05	3.72233086e-05	5.95393227e-04	1.49072945e-04	3.72233086e-05	-3.72233086e-05	-2.20496628e-03	-2.25823653e-03
0.129343        	7.45630184e-04	4.32984998e-22	-4.46433788e-03	2.23216894e-04	2.75083288e-05	3.72815092e-05	5.96031986e-04	1.49598198e-04	3.72815092e-05	-3.72815092e-05	-2.20466061e-03	-2.25967727e-03
0.129399        	7.47020068e-04	1.38827264e-21	-4.46533868e-03	2.23266934e-04	2.87077317e-05	3.73510034e-05	5.96776968e-04	1.50243100e-04	3.73510034e-05	-3.73510034e-05	-2.20396161e-03	-2.26137707e-03
0.129455        	7.48360096e-04	6.77841308e-22	-4.46622840e-03	2.23311420e-04	2.98132302e-05	3.74180048e-05	5.97491468e-04	1.50868628e-04	3.74180048e-05	-3.74180048e-05	-2.20330097e-03	-2.26292743e-03
0.12951         	7.49634392e-04	1.06948101e-21	-4.46714430e-03	2.23357215e-04	3.08391373e-05	3.74817196e-05	5.98174411e-04	1.51459981e-04	3.74817196e-05	-3.74817196e-05	-2.20273301e-03	-2.26441129e-03
0.129566        	7.50716653e-04	2.29678880e-21	-4.46798366e-03	2.23399183e-04	3.15323150e-05	3.75358326e-05	5.98757509e-04	1.51959143e-04	3.75358326e-05	-3.75358326e-05	-2.20245952e-03	-2.26552415e-03
0.129621        	7.51988653e-04	-1.05596219e-21	-4.46871640e-03	2.23435820e-04	3.25458494e-05	3.75994326e-05	5.99430146e-04	1.52558507e-04	3.75994326e-05	-3.75994326e-05	-2.20181235e-03	-2.26690405e-03
0.129677        	7.53083671e-04	-2.63251541e-21	-4.46949862e-03	2.23474931e-04	3.32626053e-05	3.76541835e-05	6.00016766e-04	1.53066904e-04	3.76541835e-05	-3.76541835e-05	-2.20148670e-03	-2.26801191e-03
0.129732        	7.54374215e-04	-1.84356958e-21	-4.46988680e-03	2.23494340e-04	3.41847124e-05	3.77187108e-05	6.00681448e-04	1.53692767e-04	3.77187108e-05	-3.77187108e-05	-2.20075869e-03	-2.26912811e-03
0.129787        	7.55610618e-04	8.96119803e-22	-4.47034361e-03	2.23517181e-04	3.51093250e-05	3.77805309e-05	6.01322490e-04	1.54288129e-04	3.77805309e-05	-3.77805309e-05	-2.20006248e-03	-2.27028113e-03
0.129842        	7.56812173e-04	-2.53988165e-21	-4.47078261e-03	2.23539131e-04	3.59782657e-05	3.78406087e-05	6.01945217e-04	1.54866956e-04	3.78406087e-05	-3.78406087e-05	-2.19941304e-03	-2.27136957e-03
0.129897        	7.57979022e-04	6.67555893e-22	-4.47117264e-03	2.23558632e-04	3.68188795e-05	3.78989511e-05	6.02548143e-04	1.55430879e-04	3.78989511e-05	-3.78989511e-05	-2.19876744e-03	-2.27240520e-03
0.129952        	7.59110661e-04	-1.65706809e-21	-4.47146694e-03	2.23573347e-04	3.76101061e-05	3.79555331e-05	6.03128678e-04	1.55981984e-04	3.79555331e-05	-3.79555331e-05	-2.19812336e-03	-2.27334358e-03
0.130007        	7.60235249e-04	-1.61024541e-21	-4.47170945e-03	2.23585472e-04	3.84013926e-05	3.80117624e-05	6.03703097e-04	1.56532152e-04	3.80117624e-05	-3.80117624e-05	-2.19745333e-03	-2.27425612e-03
0.130062        	7.61235897e-04	2.66055850e-21	-4.47207532e-03	2.23603766e-04	3.89949932e-05	3.80617948e-05	6.04221715e-04	1.57014182e-04	3.80617948e-05	-3.80617948e-05	-2.19704267e-03	-2.27503265e-03
0.130117        	7.62419357e-04	-8.05368670e-22	-4.47209135e-03	2.23604567e-04	3.97991718e-05	3.81209679e-05	6.04814246e-04	1.57605111e-04	3.81209679e-05	-3.81209679e-05	-2.19624650e-03	-2.27584484e-03
0.130172        	7.63579359e-04	-1.55801839e-21	-4.47200290e-03	2.23600145e-04	4.05379272e-05	3.81789680e-05	6.05389825e-04	1.58189534e-04	3.81789680e-05	-3.81789680e-05	-2.19546352e-03	-2.27653938e-03
0.130227        	7.64724409e-04	9.25718096e-22	-4.47189424e-03	2.23594712e-04	4.12568192e-05	3.82362204e-05	6.05956916e-04	1.58767492e-04	3.82362204e-05	-3.82362204e-05	-2.19469030e-03	-2.27720394e-03
0.130282        	7.65734636e-04	-1.43808911e-23	-4.47193009e-03	2.23596504e-04	4.17386862e-05	3.82867318e-05	6.06463823e-04	1.59270814e-04	3.82867318e-05	-3.82867318e-05	-2.19422636e-03	-2.27770373e-03
0.130336        	7.66894478e-04	2.06652076e-21	-4.47167012e-03	2.23583506e-04	4.25219376e-05	3.83447239e-05	6.07030745e-04	1.59863733e-04	3.83447239e-05	-3.83447239e-05	-2.19331312e-03	-2.27835700e-03
0.13039         	7.67905766e-04	1.29964113e-21	-4.47157972e-03	2.23578986e-04	4.29984888e-05	3.83952883e-05	6.07531869e-04	1.60373897e-04	3.83952883e-05	-3.83952883e-05	-2.19279137e-03	-2.27878835e-03
0.130444        	7.68955884e-04	-1.32446598e-21	-4.47139014e-03	2.23569507e-04	4.35221148e-05	3.84477942e-05	6.08047449e-04	1.60908435e-04	3.84477942e-05	-3.84477942e-05	-2.19217295e-03	-2.27921718e-03
0.130499        	7.70182726e-04	-1.44612412e-21	-4.47080255e-03	2.23540127e-04	4.43743218e-05	3.85091363e-05	6.08631490e-04	1.61551236e-04	3.85091363e-05	-3.85091363e-05	-2.19102695e-03	-2.27977560e-03
0.130553        	7.71199894e-04	-4.57004084e-22	-4.47057172e-03	2.23528586e-04	4.48799163e-05	3.85599947e-05	6.09128533e-04	1.62071361e-04	3.85599947e-05	-3.85599947e-05	-2.19040594e-03	-2.28016578e-03
0.130607        	7.72241677e-04	1.09119384e-21	-4.47030495e-03	2.23515247e-04	4.54355596e-05	3.86120839e-05	6.09636086e-04	1.62605591e-04	3.86120839e-05	-3.86120839e-05	-2.18971692e-03	-2.28058803e-03
0.130661        	7.73299804e-04	3.38547190e-22	-4.46990131e-03	2.23495066e-04	4.60385186e-05	3.86649902e-05	6.10144968e-04	1.63154837e-04	3.86649902e-05	-3.86649902e-05	-2.18891214e-03	-2.28098918e-03
0.130716        	7.74374814e-04	6.37078894e-22	-4.46941274e-03	2.23470637e-04	4.66608216e-05	3.87187407e-05	6.10658044e-04	1.63716770e-04	3.87187407e-05	-3.87187407e-05	-2.18804555e-03	-2.28136719e-03
0.13077         	7.75470582e-04	1.86785666e-21	-4.46892367e-03	2.23446183e-04	4.73326392e-05	3.87735291e-05	6.11181475e-04	1.64289108e-04	3.87735291e-05	-3.87735291e-05	-2.18712919e-03	-2.28179447e-03
0.130824        	7.76838658e-04	1.04342368e-21	-4.46784928e-03	2.23392464e-04	4.82860739e-05	3.88419329e-05	6.11811793e-04	1.65026865e-04	3.88419329e-05	-3.88419329e-05	-2.18563857e-03	-2.28221071e-03
0.130878        	7.77878008e-04	-9.47672131e-22	-4.46740755e-03	2.23370377e-04	4.88952521e-05	3.88939004e-05	6.12309381e-04	1.65568627e-04	3.88939004e-05	-3.88939004e-05	-2.18480852e-03	-2.28259903e-03
0.130932        	7.78915658e-04	5.86773531e-22	-4.46680280e-03	2.23340140e-04	4.94525279e-05	3.89457829e-05	6.12797969e-04	1.66117689e-04	3.89457829e-05	-3.89457829e-05	-2.18394887e-03	-2.28285393e-03
0.130987        	7.79971121e-04	2.79248034e-21	-4.46614852e-03	2.23307426e-04	5.00257529e-05	3.89985560e-05	6.13292987e-04	1.66678134e-04	3.89985560e-05	-3.89985560e-05	-2.18304851e-03	-2.28310001e-03
0.13104         	7.81049625e-04	1.54102706e-21	-4.46556116e-03	2.23278058e-04	5.06726764e-05	3.90524813e-05	6.13802871e-04	1.67246755e-04	3.90524813e-05	-3.90524813e-05	-2.18210790e-03	-2.28345326e-03
0.131094        	7.82130739e-04	-5.16536383e-22	-4.46480915e-03	2.23240458e-04	5.12746088e-05	3.91065370e-05	6.14305827e-04	1.67824912e-04	3.91065370e-05	-3.91065370e-05	-2.18112997e-03	-2.28367919e-03
